9 1
21 1
24 1
25 3
26 1
28 1
29 2
30 5
31 2
32 5
33 8
34 2
35 13
36 44
37 191
38 845
39 2925
40 8903
41 23244
42 49344
43 84134
44 114027
45 110962
46 70890
47 21338
