11 1
118 1
120 2
121 6
122 38
123 104
124 227
125 563
126 1230
127 2425
128 4428
129 6979
130 10005
131 12672
132 13928
133 13751
134 11355
135 8184
136 4698
137 2581
138 1166
139 465
140 145
141 33
142 9
143 3
