12 1
14 1
15 1
16 2
44 1
45 3
46 4
47 1
48 3
49 4
50 1
51 2
52 1
226 3
227 25
228 52
229 110
230 183
231 336
232 468
233 679
234 928
235 1085
236 1381
237 1520
238 1648
239 1688
240 1549
241 1404
242 1199
243 1095
244 834
245 588
246 401
247 305
248 195
249 109
250 75
251 54
252 24
253 9
254 1
255 1
256 1
