10 1
13 1
14 1
39 1
40 2
41 4
42 4
43 4
44 2
46 1
65 3
66 17
67 29
68 110
69 290
70 725
71 1557
72 3140
73 5582
74 8700
75 11196
76 11514
77 8509
78 4047
79 903
